CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
23|000100000000000|136|552491|927163|59.58
23|000100000000000|137|64325|927163|6.93
23|000100000000000|36|562|927163|0.06
23|000100000000000|57|801|927163|0.08
23|000100000000000|87|14369|927163|1.54
23|000323000000000|23-181|55170|908785|6.07
23|000323000000000|23-501|484886|908785|53.35
23|000323000000000|23-502|219673|908785|24.17
23|000323000000000|23-503|19450|908785|2.14
23|000323000000000|23-504|62405|908785|6.86
24|000100000000000|13|821|89525|0.91
24|000100000000000|131|4236|89525|4.73
24|000100000000000|132|266|89525|0.29
24|000100000000000|133|2919|89525|3.26
24|000100000000000|135|18107|89525|20.22
24|000100000000000|136|49507|89525|55.29
24|000100000000000|137|8193|89525|9.15
24|000100000000000|36|146|89525|0.16
24|000100000000000|57|192|89525|0.21
24|000100000000000|87|2700|89525|3.01
24|000224000000000|24-187|4506|87063|5.17
24|000224000000000|24-203|2510|87063|2.88
24|000224000000000|24-501|35966|87063|41.31
24|000224000000000|24-502|15132|87063|17.38
24|000224000000000|24-503|10951|87063|12.57
24|000224000000000|69|7844|87063|9.00
24|000324000000000|24-187|4490|88401|5.07
24|000324000000000|24-203|3060|88401|3.46
24|000324000000000|24-501|33792|88401|38.22
24|000324000000000|24-502|14159|88401|16.01
24|000324000000000|24-503|11628|88401|13.15
24|000324000000000|69|6048|88401|6.84
